schema_version,status,error,video_key,flicker_score,severity_band,route,confidence,worst_segment_start,worst_segment_end,illuminant_score,rolling_band_score,awb_score,horizontal_coherence,valid_fraction,processing_time_seconds,detector_version,completed_at
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/0551/GX010071.MP4,0.5896459817886353,mild,review,0.001573414272732067,880.0,883.0,0.46604854914725025,0.6521284159930544,0.4766305282810434,0.9885404018985069,0.75,196.71046229300555,0.2.0,2026-08-07T19:32:35+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/0551/GX010079.MP4,0.3829190731048584,mild,review,0.07964032491048181,720.0,723.0,0.3872076050936047,0.3551304545786113,0.4534540882208531,0.9138660520116715,0.75,193.1113198340172,0.2.0,2026-08-07T19:32:41+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0524/GX030068.MP4,0.39031147956848145,mild,review,0.11249546474880648,365.30126666666666,368.30126666666666,0.3668467364093459,0.36038475336582176,0.47750691475707374,0.9103838941904349,0.75,63.21171435597353,0.2.0,2026-08-07T19:32:42+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/0532/GX020081.MP4,0.4045741856098175,mild,review,0.17588526937696675,140.0,143.0,0.3453393054420264,0.4383754432243322,0.3403848319834379,0.9708585024954015,0.75,211.67962433805224,0.2.0,2026-08-07T19:32:44+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0556/GX010089.MP4,0.1709396094083786,none,accept,0.8624906248516507,0.0,2.435766666666667,0.06344008071387877,0.16435801698674143,0.23105155184257725,0.4675295405412247,0.75,3.2055521269794554,0.2.0,2026-08-07T19:32:46+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0541/GX010062.MP4,0.39392250776290894,mild,review,0.12854447894626198,0.0,3.0,0.3930204892831401,0.3336291337316468,0.5510460755939904,0.884937177661012,0.75,32.178000212064944,0.2.0,2026-08-07T19:32:47+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0524/GX030070.MP4,0.39269810914993286,mild,review,0.123102707333035,220.0,223.0,0.44462296868167733,0.35613201441610803,0.4670000474299848,0.565654685527987,0.75,74.49675557797309,0.2.0,2026-08-07T19:33:02+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C-0572/GX010057.MP4,0.4942527413368225,mild,review,0.42554337183634433,1020.0,1023.0,0.4121506453149504,0.5250832652418398,0.4469342087976597,0.9869521476733087,0.75,213.8828532389598,0.2.0,2026-08-07T19:33:05+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/0529/GX020085.MP4,0.4248966872692108,mild,review,0.2662074989742704,560.0,563.0,0.37752104081152427,0.4233367091048172,0.44790284343810594,0.9522925744335741,0.75,250.5712825859664,0.2.0,2026-08-07T19:33:23+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/0551/GX020055.MP4,0.3400637209415436,none,accept,0.11082790692647296,1020.0,1023.0,0.35542386318957986,0.29008495107190596,0.46386444279457273,0.8843629921620901,0.75,234.2465602059383,0.2.0,2026-08-07T19:33:25+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/0551/GX010053.MP4,0.30441370606422424,none,accept,0.26927241749233666,1280.0,1283.0,0.34879238865142564,0.22790499542250497,0.4855848307524807,0.451875784681075,0.75,270.1707307709148,0.2.0,2026-08-07T19:33:43+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/0551/GX010073.MP4,0.6079995036125183,extreme,reject,0.07999779383341486,1320.0,1323.0,0.4725213345803926,0.6854154794008526,0.46090925759267787,0.9879442418285365,0.75,286.72983101801947,0.2.0,2026-08-07T19:34:07+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/0550/GX010080.MP4,0.3440534472465515,none,accept,0.09309579001532657,720.0,723.0,0.4150344727952242,0.293966096320311,0.4458881854040994,0.7527448043490761,0.75,299.0829210469965,0.2.0,2026-08-07T19:34:12+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/0532/GX020082.MP4,0.371230810880661,mild,review,0.027692492802937868,300.0,303.0,0.391629801837072,0.3597152680003054,0.39301158991858076,0.9590528508336836,0.75,300.64295297593344,0.2.0,2026-08-07T19:34:13+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0558/GX010090.MP4,0.27413079142570496,none,accept,0.40386314921908906,0.0,3.0,0.3519687629316723,0.1995721083106821,0.436848125967799,0.7519397645802567,0.75,6.4520061439834535,0.2.0,2026-08-07T19:34:18+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0558/GX010087.MP4,0.40086275339126587,mild,review,0.1593900150722928,320.0,323.0,0.3573507012039454,0.34858304209822116,0.5541948416876832,0.892668650886337,0.75,63.19976837805007,0.2.0,2026-08-07T19:34:28+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/0551/GX010081.MP4,0.36552590131759644,mild,review,0.002337339189317531,1380.0,1383.0,0.3337197314778404,0.3907813356835188,0.31258428081716894,0.9667448358065506,0.75,304.3556976490654,0.2.0,2026-08-07T19:34:34+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0560/GX010062.MP4,0.37696799635887146,mild,review,0.053191094928317646,0.5368666666666666,3.5368666666666666,0.40448640866731744,0.2868003105674083,0.6003966289843121,0.48046491023084487,0.7488368055555555,6.225539942970499,0.2.0,2026-08-07T19:34:41+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0558/GX010092.MP4,0.29984498023986816,none,accept,0.2895778656005859,0.0,3.0,0.3429533905502499,0.2752948849529948,0.3464318964622808,0.8404982856065634,0.75,28.302499672980048,0.2.0,2026-08-07T19:34:47+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0558/GX020088.MP4,0.3720151484012604,mild,review,0.031178437338935047,0.0,3.0,0.36821311446033694,0.35582739768848143,0.41562408315931715,0.9356201976303401,0.75,22.574170787003823,0.2.0,2026-08-07T19:34:51+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0558/GX010089.MP4,0.39585956931114197,mild,review,0.13715364138285324,300.0,303.0,0.3571318810385232,0.4298460589978611,0.3229857660601882,0.9725444364947053,0.75,90.50578922603745,0.2.0,2026-08-07T19:35:38+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0558/GX010091.MP4,0.3748820722103119,mild,review,0.04392032093471955,440.0,443.0,0.33056084360919613,0.3581547311754252,0.43610160443778245,0.9454130185088491,0.75,102.25253086199518,0.2.0,2026-08-07T19:35:56+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/0525/GX020075.MP4,0.467609167098999,mild,review,0.45604074266221795,2120.0,2123.0,0.42820065935833973,0.47304361272730566,0.4692430699746105,0.8453021330606214,0.7348263888888888,418.0587358819321,0.2.0,2026-08-07T19:36:11+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0556/GX020091.MP4,0.6110323667526245,extreme,reject,0.0934771855672202,200.0,203.0,0.48618457257392655,0.6923936376951182,0.4494322775142277,0.9858599670574911,0.75,208.74456397502217,0.2.0,2026-08-07T19:36:16+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0563/GX010062.MP4,0.37696799635887146,mild,review,0.053191094928317646,0.5368666666666666,3.5368666666666666,0.40448640866731744,0.2868003105674083,0.6003966289843121,0.48046491023084487,0.7488368055555555,6.4775432830210775,0.2.0,2026-08-07T19:36:17+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0560/GX020063.MP4,0.479845255613327,mild,review,0.4895766417185465,613.9163,616.9163,0.4124745132505283,0.47714459250905367,0.5138152709529699,0.9610718928384795,0.75,99.40484067704529,0.2.0,2026-08-07T19:36:27+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0557/GX020087.MP4,0.4682943820953369,mild,review,0.45908614264594194,1000.0,1003.0,0.3889642514535763,0.5146132480930303,0.37959735463782884,0.9616788735717178,0.75,184.71654776704963,0.2.0,2026-08-07T19:36:28+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/0551/GX010054.MP4,0.39810946583747864,mild,review,0.1471531814999051,880.0,883.0,0.44944409754953507,0.3635887120906338,0.46732962571739184,0.653117845651886,0.75,439.73002225300297,0.2.0,2026-08-07T19:36:32+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0563/GX020057.MP4,0.46328943967819214,mild,review,0.43684195412529847,0.0,3.0,0.4167404222855804,0.5113342667590357,0.35699248708843734,0.9582069070630793,0.75,19.08021235500928,0.2.0,2026-08-07T19:36:52+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/0550/GX010082.MP4,0.3546138405799866,none,accept,0.04616070853339298,1100.0,1103.0,0.3793115731776066,0.29868054620130613,0.49016134336710643,0.7034114628225221,0.75,460.81694776797667,0.2.0,2026-08-07T19:36:54+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/0551/GX010055.MP4,0.3850691020488739,mild,review,0.08919600910610628,1800.0,1803.0,0.4150373827605011,0.36486916373687855,0.4256016768755295,0.9421314542340511,0.7407986111111111,462.98207837797236,0.2.0,2026-08-07T19:36:56+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/0532/GX010081.MP4,0.4334084689617157,mild,review,0.3040376398298476,1400.0,1403.0,0.36820714349405514,0.4362606128619636,0.4520734070422655,0.9165030372206827,0.75,464.1509601389989,0.2.0,2026-08-07T19:36:57+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/0550/GX010081.MP4,0.4120945632457733,mild,review,0.2093091699812148,840.0,843.0,0.28138797293088486,0.39269562175680855,0.5148144908042809,0.5715166785530941,0.3227777777777778,465.3932916650083,0.2.0,2026-08-07T19:36:58+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/0529/GX010091.MP4,0.5218498706817627,mild,review,0.3028894636366101,1480.0,1483.0,0.4458622527158896,0.5536825321204908,0.46948007075135384,0.9851257715886338,0.75,468.05621295201126,0.2.0,2026-08-07T19:37:01+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/0529/GX010085.MP4,0.45321327447891235,mild,review,0.392058997684055,160.0,163.0,0.42935673984514655,0.4671047649313176,0.42663801488845765,0.9700588996801981,0.75,469.23986231698655,0.2.0,2026-08-07T19:37:02+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/0529/GX020091.MP4,0.5767902731895447,mild,review,0.05870989693535686,0.0,3.0,0.4556492664691059,0.6242189708058942,0.5019320652083755,0.9864839542053545,0.75,470.83671598904766,0.2.0,2026-08-07T19:37:04+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/0532/GX010082.MP4,0.4208478331565857,mild,review,0.24821259180704758,1400.0,1403.0,0.3660700726368108,0.4356082135890267,0.4043819640975594,0.968335785231473,0.75,472.0156713020988,0.2.0,2026-08-07T19:37:05+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/0525/GX010075.MP4,0.4859233498573303,mild,review,0.46256288952297625,300.0,303.0,0.39733005966833995,0.48806553750332227,0.5157910219721453,0.9630114335768513,0.75,472.55774368997663,0.2.0,2026-08-07T19:37:05+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0564/GX010048.MP4,0.32955533266067505,none,accept,0.1575318548414442,25.1281,28.1281,0.44410921054918984,0.2626415395806403,0.45770961681848005,0.7673556292838534,0.75,9.48959105904214,0.2.0,2026-08-07T19:37:07+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C-0572/GX010058.MP4,0.5426979064941406,mild,review,0.21023152669270823,1420.0,1423.0,0.443261659355223,0.5815133331512353,0.4815522174186059,0.973594281051808,0.75,455.53947537508793,0.2.0,2026-08-07T19:37:09+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0564/GX010050.MP4,0.254630446434021,none,accept,0.49053134918212893,28.66496666666667,31.66496666666667,0.2874639427034956,0.13804416021114557,0.5446213386888695,0.4816834649656956,0.75,9.746737904963084,0.2.0,2026-08-07T19:37:11+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0556/GX010090.MP4,0.6281520128250122,extreme,reject,0.16956450144449886,520.0,523.0,0.5220323200313841,0.7253593399266449,0.4178607548458177,0.9952557193767566,0.75,269.15411686105654,0.2.0,2026-08-07T19:37:14+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0564/GX020061.MP4,0.5237773060798645,mild,review,0.294323084089491,60.0,63.0,0.4753112692139374,0.5715135429486073,0.4190494597960882,0.9339336158539348,0.75,16.386825636029243,0.2.0,2026-08-07T19:37:27+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0563/GX020064.MP4,0.4010118544101715,mild,review,0.160052686267429,40.0,43.0,0.4005614170794632,0.3931052952305739,0.421749044023195,0.9271745534163264,0.75,41.30544180399738,0.2.0,2026-08-07T19:37:37+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0524/GX010068.MP4,0.42272987961769104,mild,review,0.2565772427452936,300.0,303.0,0.3856430905622773,0.4436938933731145,0.38305813310714265,0.9645630232253587,0.75,464.4718266800046,0.2.0,2026-08-07T19:37:56+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0541/GX030063.MP4,0.37053215503692627,mild,review,0.02458735571967235,860.0,863.0,0.38704453050008525,0.3102500126901388,0.5206607956679187,0.8261888129614218,0.75,323.85244633594994,0.2.0,2026-08-07T19:38:05+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0524/GX010070.MP4,0.4842072129249573,mild,review,0.4701901647779676,3000.0,3003.0,0.0802239191537808,0.5495848475997934,0.4758187372828839,0.9408433245380085,0.75,463.0292838240275,0.2.0,2026-08-07T19:38:11+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0524/GX020068.MP4,0.41374605894088745,mild,review,0.21664915084838873,3000.0,3003.0,0.37891538838410627,0.35802652586723605,0.5725491676726833,0.9316321489242342,0.75,466.8111352559645,0.2.0,2026-08-07T19:38:16+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0564/GX010064.MP4,0.5789006948471069,mild,review,0.04933024512396905,20.0,23.0,0.47077657580944765,0.6473045616404266,0.4443001791703821,0.9642221347268799,0.75,83.50788642792031,0.2.0,2026-08-07T19:38:31+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0563/GX010058.MP4,0.543398380279541,mild,review,0.20711830986870647,980.0,983.0,0.464228015723219,0.6215576742074311,0.371852343973299,0.9835034677046778,0.75,174.2541070880834,0.2.0,2026-08-07T19:38:32+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0563/GX020063.MP4,0.479845255613327,mild,review,0.4895766417185465,613.9163,616.9163,0.4124745132505283,0.47714459250905367,0.5138152709529699,0.9610718928384795,0.75,101.60792077798396,0.2.0,2026-08-07T19:38:35+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0611/GX010102.MP4,0.3562057316303253,none,accept,0.03908563719855411,40.0,43.0,0.3973432915305377,0.337799634855122,0.3876065909749092,0.9295776150978895,0.75,16.161314766970463,0.2.0,2026-08-07T19:38:49+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0611/GX010104.MP4,0.29482007026672363,none,accept,0.31191079881456163,0.0,1.7017,0.2400654341876231,0.3100403421426233,0.277149210954213,0.9934133269006997,0.75,2.445228260010481,0.2.0,2026-08-07T19:38:51+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0563/GX010065.MP4,0.4813651740550995,mild,review,0.48282144864400217,760.0,763.0,0.41322196172869885,0.5373873478964494,0.3629648351511172,0.9813897141616921,0.75,145.12623919395264,0.2.0,2026-08-07T19:38:52+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0573/GX020061.MP4,0.4566279947757721,mild,review,0.40723553233676496,493.5961,496.5961,0.4470035691342829,0.43074114811629954,0.5277835069602479,0.5622488631828092,0.75,80.03267748199869,0.2.0,2026-08-07T19:38:57+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0611/GX010105.MP4,0.3459813892841339,none,accept,0.08452715873718258,5.842166666666667,8.842166666666667,0.36333175993840977,0.3695897242260496,0.2776595797143734,0.9695148721086934,0.75,6.24154133500997,0.2.0,2026-08-07T19:38:58+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0611/GX010106.MP4,0.36974450945854187,mild,review,0.021086708704630575,5.775433333333334,8.775433333333334,0.3846798247450512,0.360542165227825,0.3876965137708779,0.9640597227887436,0.75,7.294513271073811,0.2.0,2026-08-07T19:39:00+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0611/GX010108.MP4,0.25071924924850464,none,accept,0.5079144477844239,0.0,2.4024,0.30646061675611763,0.23057927103641312,0.28078662170372226,0.8244192025101222,0.7488368055555555,3.196386480005458,0.2.0,2026-08-07T19:39:01+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0611/GX010109.MP4,0.5401036739349365,mild,review,0.2217614491780598,0.0,2.435766666666667,0.5043991190670774,0.6639577211406871,0.2323649190218394,0.9880107738503101,0.75,3.2605357529828325,0.2.0,2026-08-07T19:39:04+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0611/GX010107.MP4,0.3462909758090973,none,accept,0.08315121862623423,0.0,3.0,0.22440806474920277,0.3627917892139335,0.35214206282262445,0.8298439882705552,0.7487847222222223,6.761711297906004,0.2.0,2026-08-07T19:39:05+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0611/GX010110.MP4,0.4312788248062134,mild,review,0.29457255469428173,0.0,2.769433333333333,0.4250524960895756,0.43778458229226586,0.4168543760972745,0.8771006850340196,0.75,3.2888156049884856,0.2.0,2026-08-07T19:39:05+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0563/GX010066.MP4,0.5441858768463135,mild,review,0.20361832512749553,620.0,623.0,0.44118543844480623,0.5630932829527716,0.5362268968463602,0.9504330682485818,0.75,158.19418988004327,0.2.0,2026-08-07T19:39:07+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0611/GX010111.MP4,0.45345520973205566,mild,review,0.39313426547580305,0.0,3.0,0.37972906801663586,0.5398743707667152,0.2582558068336645,0.9479787060858017,0.75,6.240123376948759,0.2.0,2026-08-07T19:39:10+00:00
1.2,ok,,raw/Kalpana_Furnitures_Chennai/2026-07-18/C0541/GX010061.MP4,0.41390931606292725,mild,review,0.2173747380574545,1100.0,1103.0,0.4014790165874191,0.36298287037504395,0.5512901731941761,0.8782987987806549,0.75,427.4424988790415,0.2.0,2026-08-07T19:39:19+00:00
