key,source_uri,size_bytes,last_modified
visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_547.mp4,s3://humyn-data-partners-prod/visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_547.mp4,493987899,2026-06-13 17:53:21
visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_548.mp4,s3://humyn-data-partners-prod/visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_548.mp4,624639283,2026-06-13 17:53:21
visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_549.mp4,s3://humyn-data-partners-prod/visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_549.mp4,614234109,2026-06-13 17:53:21
visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_550.mp4,s3://humyn-data-partners-prod/visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_550.mp4,506623188,2026-06-13 17:53:21
visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_551.mp4,s3://humyn-data-partners-prod/visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_551.mp4,546814804,2026-06-13 17:53:22
visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_552.mp4,s3://humyn-data-partners-prod/visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_552.mp4,597074064,2026-06-13 17:53:22
visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_553.mp4,s3://humyn-data-partners-prod/visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_553.mp4,717791608,2026-06-13 17:53:22
visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_554.mp4,s3://humyn-data-partners-prod/visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_554.mp4,475097649,2026-06-13 17:53:23
visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_555.mp4,s3://humyn-data-partners-prod/visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_555.mp4,651627986,2026-06-13 17:53:24
visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_556.mp4,s3://humyn-data-partners-prod/visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_556.mp4,587119865,2026-06-13 17:53:24
visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_557.mp4,s3://humyn-data-partners-prod/visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_557.mp4,624487904,2026-06-13 17:53:25
visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_558.mp4,s3://humyn-data-partners-prod/visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_558.mp4,574524066,2026-06-13 17:53:25
visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_559.mp4,s3://humyn-data-partners-prod/visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_559.mp4,616225404,2026-06-13 17:53:25
visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_560.mp4,s3://humyn-data-partners-prod/visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_560.mp4,539764279,2026-06-13 17:53:26
visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_561.mp4,s3://humyn-data-partners-prod/visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_561.mp4,568993714,2026-06-13 17:53:26
visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_562.mp4,s3://humyn-data-partners-prod/visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_562.mp4,498615528,2026-06-13 17:53:26
visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_563.mp4,s3://humyn-data-partners-prod/visionlab/visionlab/outbound/India_Ahmedabad_Mirana_AssemblyLine_004_563.mp4,465840666,2026-06-13 17:53:26
